# marvel-crawler — Marvel_Comics_supervillains crawl (2026-09-13)
# Wikipedia Category:Marvel_Comics_supervillains — 370 nodes (redirects resolved).
# node_id matches the source column of the edges file.
node_id	name	wikidata_id	url	description
Blood_Spider_(character)	Blood Spider (character)	Q12962249	https://en.wikipedia.org/wiki/Blood_Spider_(character)	Blood Spider (Michael Bingham) is a supervillain appearing in media by Marvel Comics.
Bonebreaker	Bonebreaker	Q4941589	https://en.wikipedia.org/wiki/Bonebreaker	Bonebreaker is a supervillain appearing in American comic books published by Marvel Comics.
Brain_Drain_(character)	Brain Drain (character)	Q4955758	https://en.wikipedia.org/wiki/Brain_Drain_(character)	Brain Drain (Werner Schmidt) is a character appearing in American comic books published by Marvel Comics.
Brent_Jackson	Brent Jackson	Q2924479	https://en.wikipedia.org/wiki/Brent_Jackson	Brent Jackson is a  character appearing in American comic books published by Marvel Comics.
Bulldozer_(character)	Bulldozer (character)	Q655096	https://en.wikipedia.org/wiki/Bulldozer_(character)	Bulldozer (Henry Camp) is a supervillain appearing in American comic books published by Marvel Comics.
Bullseye_(Marvel_Comics)	Bullseye (Marvel Comics)	Q388316	https://en.wikipedia.org/wiki/Bullseye_(Marvel_Comics)	Bullseye is a supervillain appearing in American comic books published by Marvel Comics.
Bushman_(character)	Bushman (character)	Q3545397	https://en.wikipedia.org/wiki/Bushman_(character)	Raoul Bushman is a fictional character appearing in American comic books published by Marvel Comics.
Bushwacker_(comics)	Bushwacker (comics)	Q2633496	https://en.wikipedia.org/wiki/Bushwacker_(comics)	Carl Burbank is a supervillain appearing in American comic books published by Marvel Comics.
Captain_Atlas	Captain Atlas	Q5036547	https://en.wikipedia.org/wiki/Captain_Atlas	Captain Atlas (Att-Lass) is a character appearing in American comic books published by Marvel Comics.
Carrion_(comics)	Carrion (comics)	Q2555885	https://en.wikipedia.org/wiki/Carrion_(comics)	Carrion is a supervillain appearing in American comic books published by Marvel Comics.
Champion_of_the_Universe	Champion of the Universe	Q5070048	https://en.wikipedia.org/wiki/Champion_of_the_Universe	The Champion of the Universe (Tryco Slatterus) is a fictional character appearing in American comic books published by Marvel Comics.
Charcoal_(comics)	Charcoal (comics)	Q2957689	https://en.wikipedia.org/wiki/Charcoal_(comics)	Charcoal (Charlie Burlingame) is a fictional character appearing in American comic books published by Marvel Comics.
Chondu_the_Mystic	Chondu the Mystic	Q5104579	https://en.wikipedia.org/wiki/Chondu_the_Mystic	Chondu the Mystic, sometimes known as Chondu the Magician, is a fictional character appearing in American comic books published by Marvel Comics.
Cobra_(Marvel_Comics)	Cobra (Marvel Comics)	Q26919651	https://en.wikipedia.org/wiki/Cobra_(Marvel_Comics)	Cobra is the name of several characters appearing in American comic books published by Marvel Comics.
Cockroach_Hamilton	Cockroach Hamilton	Q24207082	https://en.wikipedia.org/wiki/Cockroach_Hamilton	Dontrell "Cockroach" Hamilton is the name of a supervillain appearing in American comic books published by Marvel Comics.
Condor_(comics)	Condor (comics)	Q2992315	https://en.wikipedia.org/wiki/Condor_(comics)	Condor is a fictional character appearing in American comic books published by Marvel Comics.
Controller_(Marvel_Comics)	Controller (Marvel Comics)	Q2996189	https://en.wikipedia.org/wiki/Controller_(Marvel_Comics)	Controller (Basil Sandhurst) is a supervillain appearing in American comic books published by Marvel Comics.
Copperhead_(Marvel_Comics)	Copperhead (Marvel Comics)	Q2996849	https://en.wikipedia.org/wiki/Copperhead_(Marvel_Comics)	Copperhead is the name of three different supervillains appearing in American comic books published by Marvel Comics.
Cottonmouth_(Burchell_Clemens)	Cottonmouth (Burchell Clemens)	Q2998614	https://en.wikipedia.org/wiki/Cottonmouth_(Burchell_Clemens)	Cottonmouth (Burchell Clemens) is a supervillain appearing in American comic books published by Marvel Comics.
Cottonmouth_(Cornell_Stokes)	Cottonmouth (Cornell Stokes)	Q27132943	https://en.wikipedia.org/wiki/Cottonmouth_(Cornell_Stokes)	Cottonmouth (Cornell Stokes) is a supervillain appearing in American comic books published by Marvel Comics.
Crippler_(character)	Crippler (character)	Q5185846	https://en.wikipedia.org/wiki/Crippler_(character)	Crippler is a fictional character appearing in American comic books published by Marvel Comics.
Cyber_(Marvel_Comics)	Cyber (Marvel Comics)	Q3008124	https://en.wikipedia.org/wiki/Cyber_(Marvel_Comics)	Cyber (Silas Burr) is a supervillain appearing in American comic books published by Marvel Comics.
Daddy_Longlegs_(comics)	Daddy Longlegs (comics)	Q120207486	https://en.wikipedia.org/wiki/Daddy_Longlegs_(comics)	Daddy Longlegs (Ramsey Kole) is a fictional character appearing in American comic books published by Marvel Comics.
Damage_(Marvel_Comics)	Damage (Marvel Comics)	Q19364972	https://en.wikipedia.org/wiki/Damage_(Marvel_Comics)	Damage (Jaime Ortiz) is a supervillain appearing in American comic books published by Marvel Comics.
Damon_Dran	Damon Dran	Q5212824	https://en.wikipedia.org/wiki/Damon_Dran	Damon Dran is a fictional character appearing in American comic books published by Marvel Comics.
Danger_Room	Danger Room	Q929620	https://en.wikipedia.org/wiki/Danger_Room	The Danger Room is a fictional training facility appearing in American comic books published by Marvel Comics.
David_8	David 8	Q123531213	https://en.wikipedia.org/wiki/David_8	David8 is a character featured in the Alien franchise, portrayed by Michael Fassbender.
Deadpool	Deadpool	Q1631090	https://en.wikipedia.org/wiki/Deadpool	Deadpool is a character appearing in American comic books published by Marvel Comics.
Death-Stalker	Death-Stalker	Q3550368	https://en.wikipedia.org/wiki/Death-Stalker	Death-Stalker is the name of two  characters appearing in American comic books published by Marvel Comics.
Deathbird	Deathbird	Q3020765	https://en.wikipedia.org/wiki/Deathbird	Deathbird (Cal'syee Neramani) is a character appearing in American comic books published by Marvel Comics.
Desak	Desak	Q5263611	https://en.wikipedia.org/wiki/Desak	Desak Sterixian, more commonly known as Desak the God Slayer, is a fictional character appearing in American comic books published by Marvel Comics.
Detroit_Steel	Detroit Steel	Q5266016	https://en.wikipedia.org/wiki/Detroit_Steel	Detroit Steel is a fictional suit of powered armor appearing in American comic books published by Marvel Comics, in which it is usually operated by adversaries or rivals of Iron Man.
Devil_Hulk	Devil Hulk	Q5267302	https://en.wikipedia.org/wiki/Devil_Hulk	The Devil Hulk, also known as the Immortal Hulk, is a fictional alternate-personality character appearing in American comic books published by Marvel Comics.
Devos_the_Devastator	Devos the Devastator	Q3025537	https://en.wikipedia.org/wiki/Devos_the_Devastator	Devos the Devastator is a supervillain appearing in American comic books published by Marvel Comics.
Diamondback_(Willis_Stryker)	Diamondback (Willis Stryker)	Q43073416	https://en.wikipedia.org/wiki/Diamondback_(Willis_Stryker)	Diamondback (Willis Harold Stryker) is a fictional character appearing in American comic books published by Marvel Comics.
Diamondhead_(comics)	Diamondhead (comics)	Q744841	https://en.wikipedia.org/wiki/Diamondhead_(comics)	Diamondhead is a fictional character appearing in American comic books published by Marvel Comics.
Doctor_Druid	Doctor Druid	Q3033512	https://en.wikipedia.org/wiki/Doctor_Druid	Doctor Anthony Druid, also known as Doctor Droom and Druid, is a fictional mystic and a supernatural monster-hunter appearing in American comic books published by Marvel Comics.
Doctor_Faustus_(character)	Doctor Faustus (character)	Q1447249	https://en.wikipedia.org/wiki/Doctor_Faustus_(character)	Doctor Faustus (Johann Fennhoff) is a supervillain appearing in American comic books published by Marvel Comics.
Doctor_Nemesis	Doctor Nemesis	Q512578	https://en.wikipedia.org/wiki/Doctor_Nemesis	Doctor Nemesis is the name of two characters appearing in American comic books published by Marvel Comics and Ace Magazines.
Doom_2099	Doom 2099	Q5297058	https://en.wikipedia.org/wiki/Doom_2099	Doom 2099 is an American comic book series published by Marvel Comics, featuring the fictional anti-hero Doom, aka Victor Von Doom.
Doomsday_Man	Doomsday Man	Q29097098	https://en.wikipedia.org/wiki/Doomsday_Man	The Doomsday Man is a fictional character appearing in American comic books published by Marvel Comics.
Doppelganger_(Marvel_Comics)	Doppelganger (Marvel Comics)	Q2440293	https://en.wikipedia.org/wiki/Doppelganger_(Marvel_Comics)	The Doppelganger, also called the Spider-Doppelganger, is a supervillain appearing in American comic books published by Marvel Comics.
Dracula_(Marvel_Comics)	Dracula (Marvel Comics)	Q1131724	https://en.wikipedia.org/wiki/Dracula_(Marvel_Comics)	Dracula is a fictional character appearing in American comic books published by Marvel Comics.
Dragon_Lord_(character)	Dragon Lord (character)	Q5305233	https://en.wikipedia.org/wiki/Dragon_Lord_(character)	Dragon Lord is the name of several unrelated fictional characters appearing in American comic books published by Marvel Comics.
Dreadknight	Dreadknight	Q3039224	https://en.wikipedia.org/wiki/Dreadknight	Dreadknight (Bram Velsing) is a supervillain appearing in American comic books published by Marvel Comics.
Dreadnought_(comics)	Dreadnought (comics)	Q3545640	https://en.wikipedia.org/wiki/Dreadnought_(comics)	Dreadnoughts are a type of fictional robot appearing in American comic books published by Marvel Comics.
Dweller-in-Darkness	Dweller-in-Darkness	Q5318067	https://en.wikipedia.org/wiki/Dweller-in-Darkness	He Who Dwells in Darkness, or simply the Dweller-in-Darkness, is a fictional character appearing in American comic books published by Marvel Comics.
Eddie_Brock	Eddie Brock	Q2604715	https://en.wikipedia.org/wiki/Eddie_Brock	Edward Charles Allan Brock is a character appearing in American comic books published by Marvel Comics.
Eel_(Marvel_Comics)	Eel (Marvel Comics)	Q2365285	https://en.wikipedia.org/wiki/Eel_(Marvel_Comics)	The Eel is an alias used by two fictional characters appearing in American comic books published by Marvel Comics.
Egghead_(Marvel_Comics)	Egghead (Marvel Comics)	Q2757603	https://en.wikipedia.org/wiki/Egghead_(Marvel_Comics)	Egghead is an alias used by two supervillains appearing in American comic books published by Marvel Comics.
Ego_the_Living_Planet	Ego the Living Planet	Q2642342	https://en.wikipedia.org/wiki/Ego_the_Living_Planet	Ego the Living Planet is a fictional character appearing in American comic books published by Marvel Comics.
Emma_Frost	Emma Frost	Q1995969	https://en.wikipedia.org/wiki/Emma_Frost	Emma Grace Frost is a character appearing in American comic books published by Marvel Comics.
Empath_(character)	Empath (character)	Q2364510	https://en.wikipedia.org/wiki/Empath_(character)	Empath (Manuel Alfonso Rodrigo de la Rocha) is a character appearing in American comic books published by Marvel Comics.
Equinox_(comics)	Equinox (comics)	Q2399420	https://en.wikipedia.org/wiki/Equinox_(comics)	Equinox (Terrance Sorenson) is a supervillain appearing in American comic books published by Marvel Comics.
Farley_Stillwell	Farley Stillwell	Q5435440	https://en.wikipedia.org/wiki/Farley_Stillwell	Farley Stillwell is a fictional character appearing in American comic books published by Marvel Comics.
Fin_Fang_Foom	Fin Fang Foom	Q2604737	https://en.wikipedia.org/wiki/Fin_Fang_Foom	Fin Fang Foom is a character appearing in American comic books published by Marvel Comics.
Firebrand_(Marvel_Comics)	Firebrand (Marvel Comics)	Q3072831	https://en.wikipedia.org/wiki/Firebrand_(Marvel_Comics)	Firebrand is the name of several supervillains appearing in American comic books published by Marvel Comics.
Firepower_(comics)	Firepower (comics)	Q3545330	https://en.wikipedia.org/wiki/Firepower_(comics)	Firepower is an alias used by two supervillains appearing in American comic books published by Marvel Comics.
Flag-Smasher	Flag-Smasher	Q1447301	https://en.wikipedia.org/wiki/Flag-Smasher	The Flag-Smasher is the name used by different anti-nationalist supervillains appearing in American comic books published by Marvel Comics: Karl Morgenthau and Guy Thierrault.
Flying_Tiger_(Marvel_Comics)	Flying Tiger (Marvel Comics)	Q3074640	https://en.wikipedia.org/wiki/Flying_Tiger_(Marvel_Comics)	Flying Tiger is a supervillain appearing in American comic books published by Marvel Comics.
Force_(comics)	Force (comics)	Q5467422	https://en.wikipedia.org/wiki/Force_(comics)	Force is a character appearing in American comic books published by Marvel Comics.
Forearm_(comics)	Forearm (comics)	Q3077124	https://en.wikipedia.org/wiki/Forearm_(comics)	Forearm (Michael McCain) is a fictional mutant villain appearing in American comic books published by Marvel Comics.
Foreigner_(character)	Foreigner (character)	Q3545603	https://en.wikipedia.org/wiki/Foreigner_(character)	The Foreigner is a supervillain appearing in American comic books published by Marvel Comics.
Fury_(Marvel_Comics)	Fury (Marvel Comics)	Q5509838	https://en.wikipedia.org/wiki/Fury_(Marvel_Comics)	Fury is a fictional android character appearing in American comic books published by Marvel Comics, initially in the UK and later in the US. The character is usually depicted as an adversary of Captain Britain and the X-Men.
Gargoyle_(comics)	Gargoyle (comics)	Q3055537	https://en.wikipedia.org/wiki/Gargoyle_(comics)	Gargoyle is a name shared by two characters appearing in American comic books published by Marvel Comics.
Garokk	Garokk	Q3098432	https://en.wikipedia.org/wiki/Garokk	Garokk (; also known as the Petrified Man) is a fictional character appearing in American comic books published by Marvel Comics.
Gemini_(Marvel_Comics)	Gemini (Marvel Comics)	Q5530633	https://en.wikipedia.org/wiki/Gemini_(Marvel_Comics)	Gemini is the name of several fictional characters appearing in American comic books published by Marvel Comics.
Gentleman_(character)	Gentleman (character)	Q18154942	https://en.wikipedia.org/wiki/Gentleman_(character)	The Gentleman (Gustav Fiers) is a supervillain and an enemy of the Marvel Comics superhero Spider-Man.
Gideon_Mace	Gideon Mace	Q12964238	https://en.wikipedia.org/wiki/Gideon_Mace	Gideon Mace is a villain appearing in American comic books published by Marvel Comics.
Giganto	Giganto	Q5560218	https://en.wikipedia.org/wiki/Giganto	Giganto () is the name of two monsters appearing in American comic books published by Marvel Comics, primarily as enemies of the Fantastic Four.
Gladiator_(Melvin_Potter)	Gladiator (Melvin Potter)	Q2671468	https://en.wikipedia.org/wiki/Gladiator_(Melvin_Potter)	Gladiator (Melvin Potter) is a fictional character appearing in American comic books published by Marvel Comics.
Glenn_Talbot	Glenn Talbot	Q3108827	https://en.wikipedia.org/wiki/Glenn_Talbot	Major (later Colonel) Glenn Talbot is a fictional character appearing in American comic books published by Marvel Comics.
Glob_(comics)	Glob (comics)	Q5570029	https://en.wikipedia.org/wiki/Glob_(comics)	The Glob is the name of several characters appearing in American comic books published by Marvel Comics.
Glob_Herman	Glob Herman	Q726077	https://en.wikipedia.org/wiki/Glob_Herman	Glob Herman (Robert Herman) is a fictional mutant character that appears in American comic books published by Marvel Comics.
Golem_(Marvel_Comics)	Golem (Marvel Comics)	Q3546467	https://en.wikipedia.org/wiki/Golem_(Marvel_Comics)	The Golem is the name of a number of fictional characters appearing in American comic books published by Marvel Comics.
Gorgon_(Inhuman)	Gorgon (Inhuman)	Q3359399	https://en.wikipedia.org/wiki/Gorgon_(Inhuman)	Gorgon is a character appearing in American comic books published by Marvel Comics.
Gorr_the_God_Butcher	Gorr the God Butcher	Q96379736	https://en.wikipedia.org/wiki/Gorr_the_God_Butcher	Gorr the God Butcher is a supervillain appearing in American comic books published by Marvel Comics.
Grappler_(comics)	Grappler (comics)	Q123026931	https://en.wikipedia.org/wiki/Grappler_(comics)	Grappler is a fictional character appearing in American comic books published by Marvel Comics.
Green_Goblin	Green Goblin	Q735721	https://en.wikipedia.org/wiki/Green_Goblin	The Green Goblin is the alias of several supervillains appearing in American comic books published by Marvel Comics.
Gremlin_(comics)	Gremlin (comics)	Q3032140	https://en.wikipedia.org/wiki/Gremlin_(comics)	The Gremlin (Kondrati Topolov) is a fictional character appearing in American comic books published by Marvel Comics.
Grizzly_(comics)	Grizzly (comics)	Q3116851	https://en.wikipedia.org/wiki/Grizzly_(comics)	Grizzly is the name of four unrelated characters appearing in American comic books published by Marvel Comics.
Grog_(Marvel_Comics)	Grog (Marvel Comics)	Q3116899	https://en.wikipedia.org/wiki/Grog_(Marvel_Comics)	Grog the God-Slayer is a fictional character appearing in American comic books published by Marvel Comics.
Guardsman_(character)	Guardsman (character)	Q12964384	https://en.wikipedia.org/wiki/Guardsman_(character)	The Guardsman is the name of several characters appearing in American comic books published by Marvel Comics.
Hammer_and_Anvil_(comics)	Hammer and Anvil (comics)	Q5645642	https://en.wikipedia.org/wiki/Hammer_and_Anvil_(comics)	Hammer and Anvil are supervillains appearing in American comic books published by Marvel Comics.
Hangman_(Marvel_Comics)	Hangman (Marvel Comics)	Q123038400	https://en.wikipedia.org/wiki/Hangman_(Marvel_Comics)	Hangman is the name of two fictional characters appearing in American comic books published by Marvel Comics.
Harold_Meachum	Harold Meachum	Q27231263	https://en.wikipedia.org/wiki/Harold_Meachum	Harold "Harry" Meachum is a fictional character appearing in American comic books published by Marvel Comics.
Hate-Monger	Hate-Monger	Q3303309	https://en.wikipedia.org/wiki/Hate-Monger	Hate-Monger is the name of several characters appearing in American comic books published by Marvel Comics.
Headsman_(character)	Headsman (character)	Q3129003	https://en.wikipedia.org/wiki/Headsman_(character)	Headsman is a fictional character appearing in American comic books published by Marvel Comics.
Hellfire_(J._T._Slade)	Hellfire (J. T. Slade)	Q25214275	https://en.wikipedia.org/wiki/Hellfire_(J._T._Slade)	Hellfire (J. T. Slade) is a fictional character appearing in American comic books published by Marvel Comics.
Hippo_(character)	Hippo (character)	Q5768353	https://en.wikipedia.org/wiki/Hippo_(character)	Hippo is a supervillain appearing in American comic books published by Marvel Comics.
Hive_(character)	Hive (character)	Q3785970	https://en.wikipedia.org/wiki/Hive_(character)	The Hive Mind, also known simply as Derek, is a supervillain appearing in comic books published by Marvel Comics.
Hobgoblin_(Marvel_Comics)	Hobgoblin (Marvel Comics)	Q849818	https://en.wikipedia.org/wiki/Hobgoblin_(Marvel_Comics)	The Hobgoblin is the alias of several supervillains appearing in American comic books published by Marvel Comics, most of whom are depicted as enemies of the superhero Spider-Man and belong to the collective of adversaries that make up his rogues gallery.
Hulk	Hulk	Q188760	https://en.wikipedia.org/wiki/Hulk	The Hulk is a superhero appearing in American comic books published by Marvel Comics.
Human_Cannonball_(Marvel_Comics)	Human Cannonball (Marvel Comics)	Q12964820	https://en.wikipedia.org/wiki/Human_Cannonball_(Marvel_Comics)	Human Cannonball (Jack Pulver) is a supervillain appearing in American comic books published by Marvel Comics.
Human_Fly_(character)	Human Fly (character)	Q3325409	https://en.wikipedia.org/wiki/Human_Fly_(character)	The Human Fly is the name of three characters appearing in American comic books published by Marvel Comics.
Humus_Sapien	Humus Sapien	Q5941907	https://en.wikipedia.org/wiki/Humus_Sapien	Humus Sapien (Sonny Baredo) is a supervillain appearing in American comic books published by Marvel Comics.
Hurricane_(comics)	Hurricane (comics)	Q3143426	https://en.wikipedia.org/wiki/Hurricane_(comics)	Hurricane is a name used by several fictional characters appearing in American comic books published by Marvel Comics.
Hydro-Man	Hydro-Man	Q1990090	https://en.wikipedia.org/wiki/Hydro-Man	Hydro-Man (Morris "Morrie" Bench) is a supervillain appearing in American comic books published by Marvel Comics.
Hypno-Hustler	Hypno-Hustler	Q8253761	https://en.wikipedia.org/wiki/Hypno-Hustler	The Hypno-Hustler (Antoine Delsoin) is a supervillain appearing in American comic books published by Marvel Comics.
In-Betweener	In-Betweener	Q3029214	https://en.wikipedia.org/wiki/In-Betweener	The In-Betweener is a fictional character appearing in American comic books published by Marvel Comics.
Iron_Man_2020	Iron Man 2020	Q6072691	https://en.wikipedia.org/wiki/Iron_Man_2020	Iron Man 2020 (Arno Stark) is a fictional character appearing in American comic books published by Marvel Comics.
Iron_Monger	Iron Monger	Q2487192	https://en.wikipedia.org/wiki/Iron_Monger	Iron Monger is an alias used by multiple fictional characters, supervillains appearing in American comic books published by Marvel Comics.
Isbisa	Isbisa	Q12965056	https://en.wikipedia.org/wiki/Isbisa	Isbisa is a supervillain appearing in American comic books published by Marvel Comics.
Jackal_(Marvel_Comics_character)	Jackal (Marvel Comics character)	Q2584005	https://en.wikipedia.org/wiki/Jackal_(Marvel_Comics_character)	The Jackal is an alias used by two supervillains appearing in American comic books published by Marvel Comics, usually depicted as enemies of the superhero Spider-Man.
Jackhammer_(comics)	Jackhammer (comics)	Q3157379	https://en.wikipedia.org/wiki/Jackhammer_(comics)	Jackhammer is a fictional character appearing in American comic books published by Marvel Comics.
Janice_Lincoln	Janice Lincoln	Q16203548	https://en.wikipedia.org/wiki/Janice_Lincoln	Janice Lincoln is a supervillain appearing in American comic books published by Marvel Comics.
Jason_Macendale	Jason Macendale	Q6163022	https://en.wikipedia.org/wiki/Jason_Macendale	Jason Philip Macendale Jr.
Jerry_Jaxon	Jerry Jaxon	Q6183819	https://en.wikipedia.org/wiki/Jerry_Jaxon	Jerome "Jerry" Jaxon is a fictional character appearing in American comic books published by Marvel Comics.
Jester_(Marvel_Comics)	Jester (Marvel Comics)	Q2539445	https://en.wikipedia.org/wiki/Jester_(Marvel_Comics)	Jester is the name of three supervillains appearing in American comic books published by Marvel Comics.
John_Ryker	John Ryker	Q6256126	https://en.wikipedia.org/wiki/John_Ryker	General John Ryker is a fictional character appearing in American comic books published by Marvel Comics.
Jonas_Harrow	Jonas Harrow	Q3183266	https://en.wikipedia.org/wiki/Jonas_Harrow	Jonas Harrow is a supervillain appearing in American comic books published by Marvel Comics.
Kaluu	Kaluu	Q12965698	https://en.wikipedia.org/wiki/Kaluu	Kaluu is a character appearing in American comic books published by Marvel Comics.
Kangaroo_(character)	Kangaroo (character)	Q3192657	https://en.wikipedia.org/wiki/Kangaroo_(character)	Kangaroo is the name of two supervillains appearing in American comic books published by Marvel Comics.
Karla_Sofen	Karla Sofen	Q1394350	https://en.wikipedia.org/wiki/Karla_Sofen	Dr.
Kearson_DeWitt	Kearson DeWitt	Q6382266	https://en.wikipedia.org/wiki/Kearson_DeWitt	Kearson DeWitt is a supervillain appearing in American comic books published by Marvel Comics, primarily as an enemy of Iron Man.
Kingpin_(Matt_Murdock)	Kingpin (Matt Murdock)	Q110486878	https://en.wikipedia.org/wiki/Kingpin_(Matt_Murdock)	The Kingpin (Matthew Michael Murdock) is a supervillain appearing in American comic books published by Marvel Comics.
Korath_the_Pursuer	Korath the Pursuer	Q3198900	https://en.wikipedia.org/wiki/Korath_the_Pursuer	Korath the Pursuer () (Korath-Thak) is a fictional character appearing in American comic books published by Marvel Comics.
Krang_(Marvel_Comics)	Krang (Marvel Comics)	Q6436081	https://en.wikipedia.org/wiki/Krang_(Marvel_Comics)	Krang is a character appearing in American comic books published by Marvel Comics.
Kristoff_Vernard	Kristoff Vernard	Q3545586	https://en.wikipedia.org/wiki/Kristoff_Vernard	Kristoff Vernard (formerly known as Kristoff von Doom and Dr.
Kro_(character)	Kro (character)	Q6438700	https://en.wikipedia.org/wiki/Kro_(character)	Kro (sometimes referred to as the Warlord Kro) is a supervillain appearing in American comic books published by Marvel Comics.
Kulan_Gath	Kulan Gath	Q6442781	https://en.wikipedia.org/wiki/Kulan_Gath	Kulan Gath is a fictional villainous magician appearing in American comic books published by Marvel Comics and Dynamite Entertainment.
Kurse_(comics)	Kurse (comics)	Q123347608	https://en.wikipedia.org/wiki/Kurse_(comics)	Kurse is the name of two fictional characters appearing in American comic books published by Marvel Comics.
