# marvel-crawler — the_list_page_List_of_Middle-earth_characters crawl (2026-09-10)
# Wikipedia the list page List_of_Middle-earth_characters: one node per page; edge A -> B
# when the article of A links to the article of B. 57 nodes, 790 directed edges.
# 0 nodes have no edge in either direction — take the full node set from the nodes file.
source	target
Boromir	Gimli_(Middle-earth)
Boromir	Isildur
Boromir	Legolas
Boromir	Merry_Brandybuck
Boromir	Pippin_Took
Boromir	Túrin_Turambar
Celebrimbor	Bilbo_Baggins
Celebrimbor	Dúnedain
Celebrimbor	Elves_in_Middle-earth
Celebrimbor	Finwë_and_Míriel
Celebrimbor	Fëanor
Celebrimbor	Galadriel
Celebrimbor	Isildur
Celebrimbor	Noldor
Celebrimbor	Sauron
Denethor	Aragorn
Denethor	Boromir
Denethor	Faramir
Denethor	Gandalf
Denethor	Gimli_(Middle-earth)
Denethor	Isildur
Denethor	Legolas
Denethor	Merry_Brandybuck
Denethor	Pippin_Took
Denethor	Saruman
Denethor	Sauron
Denethor	Théoden
Denethor	Éomer
Dúnedain	Aragorn
Dúnedain	Arwen
Dúnedain	Elendil
Dúnedain	Elrond
Dúnedain	Elves_in_Middle-earth
Dúnedain	Faramir
Dúnedain	Gil-galad
Dúnedain	Isildur
Dúnedain	Noldor
Dúnedain	Sauron
Dúnedain	Witch-king_of_Angmar
Dúnedain	Éowyn
Elendil	Aragorn
Elendil	Dúnedain
Elendil	Elves_in_Middle-earth
Elendil	Eärendil_and_Elwing
Elendil	Gil-galad
Elendil	Isildur
Elendil	Sauron
Elrond	Aragorn
Elrond	Arwen
Elrond	Bilbo_Baggins
Elrond	Denethor
Elrond	Dúnedain
Elrond	Elendil
Elrond	Elves_in_Middle-earth
Elrond	Eärendil_and_Elwing
Elrond	Faramir
Elrond	Frodo_Baggins
Elrond	Galadriel
Elrond	Gil-galad
Elrond	Húrin
Elrond	Isildur
Elrond	Lúthien_and_Beren
Elrond	Morgoth
Elrond	Noldor
Elrond	Radagast
Elrond	Sauron
Elrond	Smaug
Elrond	Thingol
Elrond	Thorin_Oakenshield
Elrond	Tom_Bombadil
Elrond	Túrin_Turambar
Elves_in_Middle-earth	Aragorn
Elves_in_Middle-earth	Arwen
Elves_in_Middle-earth	Bilbo_Baggins
Elves_in_Middle-earth	Elrond
Elves_in_Middle-earth	Eärendil_and_Elwing
Elves_in_Middle-earth	Finwë_and_Míriel
Elves_in_Middle-earth	Frodo_Baggins
Elves_in_Middle-earth	Fëanor
Elves_in_Middle-earth	Galadriel
Elves_in_Middle-earth	Legolas
Elves_in_Middle-earth	Lúthien_and_Beren
Elves_in_Middle-earth	Morgoth
Elves_in_Middle-earth	Noldor
Elves_in_Middle-earth	Sauron
Elves_in_Middle-earth	Thingol
Elves_in_Middle-earth	Thranduil
Eärendil_and_Elwing	Aragorn
Eärendil_and_Elwing	Arwen
Eärendil_and_Elwing	Bilbo_Baggins
Eärendil_and_Elwing	Dúnedain
Eärendil_and_Elwing	Elrond
Eärendil_and_Elwing	Elves_in_Middle-earth
Eärendil_and_Elwing	Finwë_and_Míriel
Eärendil_and_Elwing	Frodo_Baggins
Eärendil_and_Elwing	Fëanor
Eärendil_and_Elwing	Galadriel
Eärendil_and_Elwing	Lúthien_and_Beren
Eärendil_and_Elwing	Melian_(Middle-earth)
Eärendil_and_Elwing	Morgoth
Eärendil_and_Elwing	Noldor
Eärendil_and_Elwing	Samwise_Gamgee
Eärendil_and_Elwing	Shelob
Eärendil_and_Elwing	Tuor_and_Idril
Eärendil_and_Elwing	Ungoliant
Faramir	Aragorn
Faramir	Arwen
Faramir	Boromir
Faramir	Denethor
Faramir	Elrond
Faramir	Elves_in_Middle-earth
Faramir	Frodo_Baggins
Faramir	Gandalf
Faramir	Gollum
Faramir	Pippin_Took
Faramir	Samwise_Gamgee
Faramir	Sauron
Faramir	Théoden
Faramir	Éowyn
Fingolfin	Elrond
Fingolfin	Elves_in_Middle-earth
Fingolfin	Eärendil_and_Elwing
Fingolfin	Finwë_and_Míriel
Fingolfin	Fëanor
Fingolfin	Gil-galad
Fingolfin	Morgoth
Fingolfin	Noldor
Finwë_and_Míriel	Elves_in_Middle-earth
Finwë_and_Míriel	Fingolfin
Finwë_and_Míriel	Fëanor
Finwë_and_Míriel	Morgoth
Finwë_and_Míriel	Noldor
Frodo_Baggins	Aragorn
Frodo_Baggins	Bilbo_Baggins
Frodo_Baggins	Boromir
Frodo_Baggins	Dúnedain
Frodo_Baggins	Elrond
Frodo_Baggins	Elves_in_Middle-earth
Frodo_Baggins	Eärendil_and_Elwing
Frodo_Baggins	Faramir
Frodo_Baggins	Galadriel
Frodo_Baggins	Gandalf
Frodo_Baggins	Gimli_(Middle-earth)
Frodo_Baggins	Gollum
Frodo_Baggins	Gríma_Wormtongue
Frodo_Baggins	Legolas
Frodo_Baggins	Merry_Brandybuck
Frodo_Baggins	Pippin_Took
Frodo_Baggins	Samwise_Gamgee
Frodo_Baggins	Saruman
Frodo_Baggins	Sauron
Frodo_Baggins	Shelob
Frodo_Baggins	Tom_Bombadil
Frodo_Baggins	Witch-king_of_Angmar
Fëanor	Celebrimbor
Fëanor	Elendil
Fëanor	Elves_in_Middle-earth
Fëanor	Eärendil_and_Elwing
Fëanor	Fingolfin
Fëanor	Finwë_and_Míriel
Fëanor	Galadriel
Fëanor	Lúthien_and_Beren
Fëanor	Morgoth
Fëanor	Noldor
Fëanor	Saruman
Fëanor	Sauron
Fëanor	Ungoliant
Galadriel	Aragorn
Galadriel	Arwen
Galadriel	Bilbo_Baggins
Galadriel	Boromir
Galadriel	Celebrimbor
Galadriel	Dúnedain
Galadriel	Elendil
Galadriel	Elrond
Galadriel	Elves_in_Middle-earth
Galadriel	Eärendil_and_Elwing
Galadriel	Faramir
Galadriel	Finwë_and_Míriel
Galadriel	Frodo_Baggins
Galadriel	Fëanor
Galadriel	Gandalf
Galadriel	Gil-galad
Galadriel	Gimli_(Middle-earth)
Galadriel	Isildur
Galadriel	Lúthien_and_Beren
Galadriel	Melian_(Middle-earth)
Galadriel	Noldor
Galadriel	Samwise_Gamgee
Galadriel	Sauron
Galadriel	Shelob
Galadriel	Thingol
Gandalf	Aragorn
Gandalf	Balin_(Middle-earth)
Gandalf	Bard_the_Bowman
Gandalf	Beorn
Gandalf	Bilbo_Baggins
Gandalf	Denethor
Gandalf	Elrond
Gandalf	Elves_in_Middle-earth
Gandalf	Faramir
Gandalf	Frodo_Baggins
Gandalf	Galadriel
Gandalf	Gimli_(Middle-earth)
Gandalf	Gollum
Gandalf	Gríma_Wormtongue
Gandalf	Isildur
Gandalf	Legolas
Gandalf	Merry_Brandybuck
Gandalf	Pippin_Took
Gandalf	Radagast
Gandalf	Saruman
Gandalf	Sauron
Gandalf	Smaug
Gandalf	Thorin_Oakenshield
Gandalf	Théoden
Gandalf	Tom_Bombadil
Gandalf	Treebeard
Gil-galad	Aragorn
Gil-galad	Celebrimbor
Gil-galad	Elendil
Gil-galad	Elrond
Gil-galad	Elves_in_Middle-earth
Gil-galad	Eärendil_and_Elwing
Gil-galad	Fingolfin
Gil-galad	Finwë_and_Míriel
Gil-galad	Fëanor
Gil-galad	Galadriel
Gil-galad	Isildur
Gil-galad	Noldor
Gil-galad	Samwise_Gamgee
Gil-galad	Sauron
Gimli_(Middle-earth)	Aragorn
Gimli_(Middle-earth)	Elrond
Gimli_(Middle-earth)	Elves_in_Middle-earth
Gimli_(Middle-earth)	Frodo_Baggins
Gimli_(Middle-earth)	Fëanor
Gimli_(Middle-earth)	Galadriel
Gimli_(Middle-earth)	Legolas
Gimli_(Middle-earth)	Lúthien_and_Beren
Gimli_(Middle-earth)	Merry_Brandybuck
Gimli_(Middle-earth)	Noldor
Gimli_(Middle-earth)	Pippin_Took
Gimli_(Middle-earth)	Saruman
Gimli_(Middle-earth)	Sauron
Gimli_(Middle-earth)	Smaug
Gimli_(Middle-earth)	Thorin_Oakenshield
Gimli_(Middle-earth)	Théoden
Gimli_(Middle-earth)	Éomer
Glorfindel	Aragorn
Glorfindel	Arwen
Glorfindel	Balin_(Middle-earth)
Glorfindel	Boromir
Glorfindel	Elrond
Glorfindel	Elves_in_Middle-earth
Glorfindel	Eärendil_and_Elwing
Glorfindel	Frodo_Baggins
Glorfindel	Gandalf
Glorfindel	Gimli_(Middle-earth)
Glorfindel	Legolas
Glorfindel	Merry_Brandybuck
Glorfindel	Morgoth
Glorfindel	Noldor
Glorfindel	Pippin_Took
Glorfindel	Samwise_Gamgee
Glorfindel	Sauron
Glorfindel	Tom_Bombadil
Glorfindel	Tuor_and_Idril
Glorfindel	Witch-king_of_Angmar
Glorfindel	Éowyn
Goldberry	Frodo_Baggins
Goldberry	Galadriel
Goldberry	Merry_Brandybuck
Goldberry	Middle-earth_peoples
Goldberry	Pippin_Took
Goldberry	Samwise_Gamgee
Goldberry	Tom_Bombadil
Goldberry	Women_in_The_Lord_of_the_Rings
Gollum	Aragorn
Gollum	Bilbo_Baggins
Gollum	Boromir
Gollum	Denethor
Gollum	Elves_in_Middle-earth
Gollum	Faramir
Gollum	Frodo_Baggins
Gollum	Galadriel
Gollum	Gandalf
Gollum	Gríma_Wormtongue
Gollum	Isildur
Gollum	Pippin_Took
Gollum	Samwise_Gamgee
Gollum	Saruman
Gollum	Sauron
Gollum	Shelob
Gollum	Théoden
Gollum	Tom_Bombadil
Gríma_Wormtongue	Elves_in_Middle-earth
Gríma_Wormtongue	Frodo_Baggins
Gríma_Wormtongue	Gandalf
Gríma_Wormtongue	Gollum
Gríma_Wormtongue	Pippin_Took
Gríma_Wormtongue	Saruman
Gríma_Wormtongue	Théoden
Gríma_Wormtongue	Éomer
Gríma_Wormtongue	Éowyn
Húrin	Elrond
Húrin	Elves_in_Middle-earth
Húrin	Fingolfin
Húrin	Melian_(Middle-earth)
Húrin	Morgoth
Húrin	Noldor
Húrin	Thingol
Húrin	Túrin_Turambar
Isildur	Aragorn
Isildur	Bilbo_Baggins
Isildur	Dúnedain
Isildur	Elendil
Isildur	Elrond
Isildur	Elves_in_Middle-earth
Isildur	Eärendil_and_Elwing
Isildur	Frodo_Baggins
Isildur	Gandalf
Isildur	Gil-galad
Isildur	Gimli_(Middle-earth)
Isildur	Gollum
Isildur	Legolas
Isildur	Lúthien_and_Beren
Isildur	Morgoth
Isildur	Saruman
Isildur	Sauron
Legolas	Aragorn
Legolas	Arwen
Legolas	Boromir
Legolas	Dúnedain
Legolas	Elves_in_Middle-earth
Legolas	Galadriel
Legolas	Gandalf
Legolas	Gimli_(Middle-earth)
Legolas	Glorfindel
Legolas	Gollum
Legolas	Merry_Brandybuck
Legolas	Pippin_Took
Legolas	Saruman
Legolas	Shelob
Legolas	Thranduil
Legolas	Treebeard
Lúthien_and_Beren	Aragorn
Lúthien_and_Beren	Arwen
Lúthien_and_Beren	Elrond
Lúthien_and_Beren	Elves_in_Middle-earth
Lúthien_and_Beren	Frodo_Baggins
Lúthien_and_Beren	Galadriel
Lúthien_and_Beren	Húrin
Lúthien_and_Beren	Melian_(Middle-earth)
Lúthien_and_Beren	Morgoth
Lúthien_and_Beren	Noldor
Lúthien_and_Beren	Sauron
Lúthien_and_Beren	Thingol
Melian_(Middle-earth)	Aragorn
Melian_(Middle-earth)	Arwen
Melian_(Middle-earth)	Dúnedain
Melian_(Middle-earth)	Elendil
Melian_(Middle-earth)	Elrond
Melian_(Middle-earth)	Elves_in_Middle-earth
Melian_(Middle-earth)	Eärendil_and_Elwing
Melian_(Middle-earth)	Galadriel
Melian_(Middle-earth)	Gandalf
Melian_(Middle-earth)	Húrin
Melian_(Middle-earth)	Lúthien_and_Beren
Melian_(Middle-earth)	Morgoth
Melian_(Middle-earth)	Shelob
Melian_(Middle-earth)	Thingol
Melian_(Middle-earth)	Túrin_Turambar
Melian_(Middle-earth)	Ungoliant
Merry_Brandybuck	Aragorn
Merry_Brandybuck	Bilbo_Baggins
Merry_Brandybuck	Boromir
Merry_Brandybuck	Denethor
Merry_Brandybuck	Elrond
Merry_Brandybuck	Frodo_Baggins
Merry_Brandybuck	Gandalf
Merry_Brandybuck	Gollum
Merry_Brandybuck	Pippin_Took
Merry_Brandybuck	Samwise_Gamgee
Merry_Brandybuck	Saruman
Merry_Brandybuck	Théoden
Merry_Brandybuck	Treebeard
Merry_Brandybuck	Witch-king_of_Angmar
Merry_Brandybuck	Éomer
Merry_Brandybuck	Éowyn
Middle-earth_peoples	Bard_the_Bowman
Middle-earth_peoples	Dúnedain
Middle-earth_peoples	Elves_in_Middle-earth
Middle-earth_peoples	Eärendil_and_Elwing
Middle-earth_peoples	Gandalf
Middle-earth_peoples	Goldberry
Middle-earth_peoples	Merry_Brandybuck
Middle-earth_peoples	Morgoth
Middle-earth_peoples	Noldor
Middle-earth_peoples	Radagast
Middle-earth_peoples	Saruman
Middle-earth_peoples	Sauron
Middle-earth_peoples	Smaug
Middle-earth_peoples	Thorin_Oakenshield
Middle-earth_peoples	Tom_Bombadil
Middle-earth_peoples	Treebeard
Middle-earth_peoples	Túrin_Turambar
Middle-earth_peoples	Witch-king_of_Angmar
Middle-earth_peoples	Éowyn
Morgoth	Aragorn
Morgoth	Elrond
Morgoth	Elves_in_Middle-earth
Morgoth	Eärendil_and_Elwing
Morgoth	Finwë_and_Míriel
Morgoth	Fëanor
Morgoth	Gandalf
Morgoth	Húrin
Morgoth	Lúthien_and_Beren
Morgoth	Noldor
Morgoth	Saruman
Morgoth	Sauron
Morgoth	Thingol
Morgoth	Ungoliant
Noldor	Aragorn
Noldor	Arwen
Noldor	Celebrimbor
Noldor	Elendil
Noldor	Elves_in_Middle-earth
Noldor	Fingolfin
Noldor	Finwë_and_Míriel
Noldor	Fëanor
Noldor	Galadriel
Noldor	Gil-galad
Noldor	Isildur
Noldor	Lúthien_and_Beren
Noldor	Morgoth
Noldor	Ungoliant
Pippin_Took	Aragorn
Pippin_Took	Boromir
Pippin_Took	Denethor
Pippin_Took	Elrond
Pippin_Took	Faramir
Pippin_Took	Frodo_Baggins
Pippin_Took	Galadriel
Pippin_Took	Gandalf
Pippin_Took	Gimli_(Middle-earth)
Pippin_Took	Gollum
Pippin_Took	Gríma_Wormtongue
Pippin_Took	Legolas
Pippin_Took	Merry_Brandybuck
Pippin_Took	Saruman
Pippin_Took	Sauron
Pippin_Took	Théoden
Pippin_Took	Treebeard
Radagast	Beorn
Radagast	Bilbo_Baggins
Radagast	Elrond
Radagast	Elves_in_Middle-earth
Radagast	Galadriel
Radagast	Gandalf
Radagast	Saruman
Radagast	Sauron
Radagast	Witch-king_of_Angmar
Samwise_Gamgee	Bilbo_Baggins
Samwise_Gamgee	Boromir
Samwise_Gamgee	Elves_in_Middle-earth
Samwise_Gamgee	Frodo_Baggins
Samwise_Gamgee	Galadriel
Samwise_Gamgee	Gandalf
Samwise_Gamgee	Gollum
Samwise_Gamgee	Merry_Brandybuck
Samwise_Gamgee	Pippin_Took
Samwise_Gamgee	Saruman
Samwise_Gamgee	Sauron
Samwise_Gamgee	Shelob
Samwise_Gamgee	Women_in_The_Lord_of_the_Rings
Saruman	Aragorn
Saruman	Bilbo_Baggins
Saruman	Boromir
Saruman	Denethor
Saruman	Elrond
Saruman	Elves_in_Middle-earth
Saruman	Frodo_Baggins
Saruman	Galadriel
Saruman	Gandalf
Saruman	Gimli_(Middle-earth)
Saruman	Gríma_Wormtongue
Saruman	Legolas
Saruman	Merry_Brandybuck
Saruman	Pippin_Took
Saruman	Radagast
Saruman	Sauron
Saruman	Théoden
Saruman	Treebeard
Sauron	Aragorn
Sauron	Bilbo_Baggins
Sauron	Celebrimbor
Sauron	Elendil
Sauron	Elrond
Sauron	Elves_in_Middle-earth
Sauron	Eärendil_and_Elwing
Sauron	Frodo_Baggins
Sauron	Galadriel
Sauron	Gandalf
Sauron	Gil-galad
Sauron	Gollum
Sauron	Isildur
Sauron	Lúthien_and_Beren
Sauron	Morgoth
Sauron	Tom_Bombadil
Sauron	Witch-king_of_Angmar
Sauron	Éowyn
Shelob	Bilbo_Baggins
Shelob	Elves_in_Middle-earth
Shelob	Frodo_Baggins
Shelob	Galadriel
Shelob	Gollum
Shelob	Samwise_Gamgee
Shelob	Saruman
Shelob	Sauron
Shelob	Ungoliant
Smaug	Bard_the_Bowman
Smaug	Bilbo_Baggins
Smaug	Gandalf
Smaug	Sauron
Smaug	Thorin_Oakenshield
Thingol	Aragorn
Thingol	Arwen
Thingol	Elendil
Thingol	Elrond
Thingol	Elves_in_Middle-earth
Thingol	Finwë_and_Míriel
Thingol	Fëanor
Thingol	Galadriel
Thingol	Gil-galad
Thingol	Húrin
Thingol	Isildur
Thingol	Lúthien_and_Beren
Thingol	Melian_(Middle-earth)
Thingol	Morgoth
Thingol	Noldor
Thingol	Tuor_and_Idril
Thingol	Túrin_Turambar
Thorin_Oakenshield	Bard_the_Bowman
Thorin_Oakenshield	Bilbo_Baggins
Thorin_Oakenshield	Frodo_Baggins
Thorin_Oakenshield	Gandalf
Thorin_Oakenshield	Gollum
Thorin_Oakenshield	Sauron
Thorin_Oakenshield	Smaug
Thorin_Oakenshield	Thranduil
Thranduil	Arwen
Thranduil	Bard_the_Bowman
Thranduil	Bilbo_Baggins
Thranduil	Dúnedain
Thranduil	Elrond
Thranduil	Elves_in_Middle-earth
Thranduil	Galadriel
Thranduil	Gandalf
Thranduil	Glorfindel
Thranduil	Gollum
Thranduil	Legolas
Thranduil	Noldor
Thranduil	Sauron
Thranduil	Smaug
Thranduil	Thingol
Thranduil	Thorin_Oakenshield
Théoden	Aragorn
Théoden	Boromir
Théoden	Denethor
Théoden	Faramir
Théoden	Frodo_Baggins
Théoden	Gandalf
Théoden	Gimli_(Middle-earth)
Théoden	Gríma_Wormtongue
Théoden	Legolas
Théoden	Merry_Brandybuck
Théoden	Pippin_Took
Théoden	Samwise_Gamgee
Théoden	Saruman
Théoden	Sauron
Théoden	Treebeard
Théoden	Witch-king_of_Angmar
Théoden	Éomer
Théoden	Éowyn
Tom_Bombadil	Aragorn
Tom_Bombadil	Frodo_Baggins
Tom_Bombadil	Gandalf
Tom_Bombadil	Goldberry
Tom_Bombadil	Melian_(Middle-earth)
Tom_Bombadil	Merry_Brandybuck
Tom_Bombadil	Pippin_Took
Tom_Bombadil	Samwise_Gamgee
Tom_Bombadil	Saruman
Tom_Bombadil	Sauron
Tom_Bombadil	Treebeard
Treebeard	Elves_in_Middle-earth
Treebeard	Gandalf
Treebeard	Gimli_(Middle-earth)
Treebeard	Merry_Brandybuck
Treebeard	Morgoth
Treebeard	Pippin_Took
Treebeard	Saruman
Treebeard	Sauron
Tuor_and_Idril	Aragorn
Tuor_and_Idril	Arwen
Tuor_and_Idril	Elrond
Tuor_and_Idril	Elves_in_Middle-earth
Tuor_and_Idril	Eärendil_and_Elwing
Tuor_and_Idril	Fëanor
Tuor_and_Idril	Galadriel
Tuor_and_Idril	Glorfindel
Tuor_and_Idril	Lúthien_and_Beren
Tuor_and_Idril	Morgoth
Tuor_and_Idril	Noldor
Tuor_and_Idril	Thingol
Tuor_and_Idril	Túrin_Turambar
Túrin_Turambar	Aragorn
Túrin_Turambar	Arwen
Túrin_Turambar	Elves_in_Middle-earth
Túrin_Turambar	Eärendil_and_Elwing
Túrin_Turambar	Húrin
Túrin_Turambar	Lúthien_and_Beren
Túrin_Turambar	Melian_(Middle-earth)
Túrin_Turambar	Morgoth
Túrin_Turambar	Thingol
Ungoliant	Fëanor
Ungoliant	Morgoth
Ungoliant	Radagast
Ungoliant	Shelob
Watcher_in_the_Water	Balin_(Middle-earth)
Watcher_in_the_Water	Frodo_Baggins
Watcher_in_the_Water	Gandalf
Watcher_in_the_Water	Morgoth
Watcher_in_the_Water	Sauron
Witch-king_of_Angmar	Aragorn
Witch-king_of_Angmar	Dúnedain
Witch-king_of_Angmar	Frodo_Baggins
Witch-king_of_Angmar	Gandalf
Witch-king_of_Angmar	Glorfindel
Witch-king_of_Angmar	Merry_Brandybuck
Witch-king_of_Angmar	Radagast
Witch-king_of_Angmar	Sauron
Witch-king_of_Angmar	Théoden
Witch-king_of_Angmar	Éowyn
Women_in_The_Lord_of_the_Rings	Aragorn
Women_in_The_Lord_of_the_Rings	Arwen
Women_in_The_Lord_of_the_Rings	Bilbo_Baggins
Women_in_The_Lord_of_the_Rings	Boromir
Women_in_The_Lord_of_the_Rings	Elrond
Women_in_The_Lord_of_the_Rings	Elves_in_Middle-earth
Women_in_The_Lord_of_the_Rings	Eärendil_and_Elwing
Women_in_The_Lord_of_the_Rings	Faramir
Women_in_The_Lord_of_the_Rings	Galadriel
Women_in_The_Lord_of_the_Rings	Gandalf
Women_in_The_Lord_of_the_Rings	Goldberry
Women_in_The_Lord_of_the_Rings	Gríma_Wormtongue
Women_in_The_Lord_of_the_Rings	Lúthien_and_Beren
Women_in_The_Lord_of_the_Rings	Melian_(Middle-earth)
Women_in_The_Lord_of_the_Rings	Samwise_Gamgee
Women_in_The_Lord_of_the_Rings	Saruman
Women_in_The_Lord_of_the_Rings	Sauron
Women_in_The_Lord_of_the_Rings	Shelob
Women_in_The_Lord_of_the_Rings	Théoden
Women_in_The_Lord_of_the_Rings	Tom_Bombadil
Women_in_The_Lord_of_the_Rings	Éowyn
Éomer	Aragorn
Éomer	Faramir
Éomer	Gandalf
Éomer	Gimli_(Middle-earth)
Éomer	Gríma_Wormtongue
Éomer	Legolas
Éomer	Merry_Brandybuck
Éomer	Pippin_Took
Éomer	Sauron
Éomer	Théoden
Éomer	Éowyn
Éowyn	Aragorn
Éowyn	Arwen
Éowyn	Faramir
Éowyn	Gandalf
Éowyn	Gríma_Wormtongue
Éowyn	Merry_Brandybuck
Éowyn	Sauron
Éowyn	Théoden
Éowyn	Witch-king_of_Angmar
Éowyn	Women_in_The_Lord_of_the_Rings
Éowyn	Éomer
